Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEAR RATIO,WHEEL & TYRE SIZE,PS / HP,WHEEL BASE,"DIMENSION
P x L xT",SEATER,DRIVE SYS,,SPEED,DOOR,WHEELS,CBU / CKD,"ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL
2025,TOYOTA,Raize 10T Gr Tss Cvt Two Tone New 2021,998,CVT,G,36,1680000000000.000,5105000000000.000,235/60R16,98 / 6000,2525000000000.000,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,35.00,42.00,12.00,29.00,54.00,11.00,25.00
2025,TOYOTA,Raize 12T G New 2021,998,MT,G,36,1680000000000.000,5462000000000.000,235/60R16,98 / 6000,2525000000000.000,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,36.00,11.00,5.00,15.00,11.00,12.00,22.00
2025,TOYOTA,Raize 12T G CVT New 2021,998,CVT,G,36,1680000000000.000,5105000000000.000,235/60R16,98 / 6000,2525000000000.000,4030X1710X1635,5,4X2,FF,5,5,4,CKD,INA,393.00,390.00,302.00,217.00,328.00,324.00,196.00
2025,TOYOTA,New Rush  15 G AT,1496000000000.000,AT,G,45,1200000000000.000,5857000000000.000,215/65R16,104 / 6000,2685000000000.000,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,-,-,-,-
2025,TOYOTA,New Rush15 GR Sport 2021,1496000000000.000,MT,G,45,1200000000000.000,5857000000000.000,215/60R17,104 / 6000,2685000000000.000,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,-,-,1.00,-,-,-
2025,TOYOTA,New Rush 15 GR Sport AT 2021,1496000000000.000,AT,G,45,1200000000000.000,5857000000000.000,215/60R17,104 / 6000,2685000000000.000,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,-,1.00,-,-,-,-,-
2025,TOYOTA,Rush 15 G Imp 2024,1496000000000.000,MT,G,45,1200000000000.000,5857000000000.000,215/60R17,104 / 6000,2685000000000.000,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,192.00,254.00,140.00,149.00,135.00,96.00,170.00
2025,TOYOTA,Rush 15 Gr Sport A/T Imp 2024,1496000000000.000,AT,G,45,1200000000000.000,5857000000000.000,215/60R17,104 / 6000,2685000000000.000,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,"1,306,000,000,000.00","1,408,000,000,000.00",781.00,478.00,939.00,929.00,"1,022,000,000,000.00"
2025,TOYOTA,Rush 15 Gr Sport Imp 2024,1496000000000.000,MT,G,45,1200000000000.000,5857000000000.000,215/60R17,104 / 6000,2685000000000.000,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,"1,737,000,000,000.00","1,211,000,000,000.00","1,057,000,000,000.00","1,170,000,000,000.00","1,228,000,000,000.00","1,218,000,000,000.00","1,051,000,000,000.00"
2025,TOYOTA,Rush 15 G A/T IMP 2024,1496000000000.000,AT,G,45,1200000000000.000,5857000000000.000,215/60R17,104 / 6000,2685000000000.000,4435X1695X1705,7,4X2,FR,4,5,4,CKD,INA,97.00,287.00,149.00,221.00,129.00,112.00,157.00
2025,TOYOTA,New Yaris 15 GR Sport CVT 3 Airbag 2023,1496000000000.000,AT,G,42,1055000000000.000,4058000000000.000,195/50R16,107 / 6000,2550000000000.000,4145X1730X1500,5,4X2,FF,5,5,4,CKD,INA,26.00,6.00,5.00,8.00,13.00,13.00,12.00
2025,TOYOTA,New Yaris 15 GR Sport CVT 7 Airbag 2023,1496000000000.000,AT,G,42,1075000000000.000,4237000000000.000,195/50R16,107 / 6000,2550000000000.000,4145X1730X1500,5,4X2,FF,4,5,4,CKD,INA,1.00,2.00,-,2.00,6.00,3.00,5.00
2025,TOYOTA,New Yaris Cross 15 G,1496000000000.000,MT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,-,-,-,-,4.00,-,3.00
2025,TOYOTA,New Yaris Cross 15 G Cvt,1496000000000.000,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,18.00,3.00,-,3.00,-,1.00,2.00
2025,TOYOTA,New Yaris Cross 15 S Cvt Tss,1496000000000.000,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,4.00,2.00,-,1.00,1.00,3.00,4.00
2025,TOYOTA,New Yaris Cross 15 S Gr Cvt Tss,1496000000000.000,AT,G,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,25.00,24.00,21.00,11.00,9.00,7.00,13.00
2025,TOYOTA,New Yaris Cross 15 S Hv Gr Cvt Tss,1496000000000.000,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,96.00,62.00,81.00,69.00,102.00,60.00,47.00
2025,TOYOTA,New Yaris Cross 15 S Hv Gr Cvt Tss Premium Color,1496000000000.000,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,122.00,282.00,128.00,73.00,101.00,107.00,138.00
2025,TOYOTA,New Yaris Cross 15 S Hv Cvt Tss,1496000000000.000,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,4.00,8.00,60.00,17.00,78.00,42.00,79.00
2025,TOYOTA,New Yaris Cross 15 S Hv Cvt Tss Premium Color,1496000000000.000,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,4,5,4,CKD,INA,5.00,-,8.00,2.00,7.00,9.00,10.00
2025,TOYOTA,BZ4X EV,-,AT,BEV,-,-,-,-,-,-,-,-,-,-,-,2,4,CBU,Japan,4.00,4.00,1.00,-,-,9.00,13.00
2025,VOLKSWAGEN,Polo 12 GT TSI AT,1200000000000.000,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,India,-,-,-,-,-,-,-
2025,VOLKSWAGEN,T-Cross 10 TSI AT,999,AT,G,50,-,-,205/55 R17,115,2651000000000.000,"4,221X1,760X1,612",5,4X2,FF,-,5,4,CBU,India,-,1.00,1.00,-,-,-,-
2025,VOLKSWAGEN,Tiguan Allspace 14 TSI AT,1400000000000.000,AT,G,64,1510000000000.000,3949000000000.000,25/55/R17,150,2604000000000.000,4426 x 1809 x 1703,-,4X2,FF,193,5,4,CKD,INA,4.00,5.00,3.00,5.00,-,1.00,9.00
2025,VOLKSWAGEN,IDBUZZ LWB EV AT,91 kWh,AT,-,-,-,-,-,-,-,-,7,4X2,FR,-,5,4,CBU,Germany,-,-,15.00,-,55.00,36.00,8.00
2025,VOLVO CARS,XC40 Plugin Hybrid,1477000000000.000,AT,PHEV,48,2650000000000.000,-,235/50 R19; 255/45 R19,-,2702000000000.000,4440X1863X1652,5,4X2,FF,185,5,4,CBU,Malaysia,-,-,-,-,-,-,-
2025,VOLVO CARS,EX30 Plus Electric Vehicles,-,AT,BEV,-,2216000000000.000,-,225/55 R18,-,2650000000000.000,4233X1838X1550,5,4X2,FR,185,5,4,CBU,China,-,2.00,-,3.00,3.00,-,1.00
2025,VOLVO CARS,EX30 Ultra Electric Vehicles,-,AT,BEV,-,2216000000000.000,-,245/45 R19,-,2650000000000.000,4233X1838X1550,5,4X4,FR,185,5,4,CBU,China,-,1.00,2.00,2.00,-,2.00,2.00
2025,WULING,Confero S 15,1500000000000.000,MT,G,42,-,5,195/60 R15,107,2720000000000.000,4493X1691X1715,-,4X2,FR,-,5,4,CKD,INA,308.00,201.00,96.00,72.00,104.00,43.00,61.00
2025,WULING,Confero S 15C,1500000000000.000,MT,G,42,-,5,195/60 R15,107,2720000000000.000,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,1.00,-,-,-,-,-
2025,WULING,Confero S 15L,1500000000000.000,MT,G,42,-,5,195/60 R15,107,2720000000000.000,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,2.00,1.00,-,-,-,-,-
2025,WULING,Cortez 15S T CVT,1500000000000.000,AT,G,52,-,4058000000000.000,205/55 R16,129,2750000000000.000,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,-,-,1.00,-,-,-
2025,WULING,Cortez 15S T MT,1500000000000.000,MT,G,52,-,4058000000000.000,205/55 R16,129,2750000000000.000,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,-,1.00,-,-,30.00,3.00,4.00
2025,WULING,Cortez 15 CE,1500000000000.000,CVT,G,-,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,-,-,1.00,-,-,5.00,12.00
2025,WULING,Cortez 15 EX,1500000000000.000,CVT,G,-,-,-,-,-,-,-,-,4X2,FF,-,5,4,CKD,INA,25.00,53.00,191.00,27.00,50.00,29.00,27.00
2025,WULING,Cortez 15S MT,1500000000000.000,MT,G,52,-,4058000000000.000,205/55 R16,129,2750000000000.000,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,2.00,-,-,-,-,-,-
2025,WULING,Cortez 15C MT,1500000000000.000,MT,G,52,-,4058000000000.000,205/55 R16,129,2750000000000.000,4780X1816X1755,-,4X2,FF,-,5,4,CKD,INA,4.00,3.00,-,-,-,-,-
2025,WULING,Formo 12 BV,1200000000000.000,MT,G,42,-,5,195/60 R15,107,2720000000000.000,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,1.00,18.00,-,-,28.00,-,1.00
2025,WULING,Formo 12,1200000000000.000,MT,G,42,-,5,195/60 R15,107,2720000000000.000,4530X1691X1730,-,4X2,FR,-,5,4,CKD,INA,-,-,20.00,40.00,19.00,2.00,9.00
2025,WULING,Air EV Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,49.00,2.00,9.00,-,-,-,-
2025,WULING,Air EV Lite 300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,-,-,-,-,-
2025,WULING,Air EV Standard Range,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,-,2.00,-,-,-
2025,WULING,Air EV Long Range,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,85.00,10.00,-,4.00,-,2.00,-
2025,WULING,New Air ev Lite 200KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,60.00,12.00,47.00,25.00,27.00,26.00
2025,WULING,New Air ev Lite 300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,280.00,224.00,288.00,288.00,314.00,142.00
2025,WULING,New Air ev Pro 300KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,194.00,226.00,210.00,106.00,33.00,116.00
2025,WULING,Binguo 333 KM AC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,1.00,-,1.00,5.00,2.00,1.00,65.00
2025,WULING,Binguo 333 KM DC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,16.00,6.00,68.00,78.00,208.00,33.00,45.00
2025,WULING,Binguo 410 KM DC,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,3,4,CKD,INA,130.00,169.00,399.00,172.00,-,-,-
2025,WULING,New Binguo Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,-,350.00
2025,WULING,New Binguo Pro,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CKD,INA,-,-,-,-,-,-,15.00
2025,WULING,Cloud 460 KM,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CKD,INA,58.00,100.00,11.00,1.00,-,-,-
2025,WULING,New Cloud Pro,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,360.00,188.00,58.00,248.00,14.00,139.00
2025,WULING,New Cloud Lite,-,AT,BEV,-,-,-,-,-,-,-,-,4X2,FR,-,3,4,CKD,INA,-,-,67.00,97.00,171.00,11.00,142.00
2025,WULING,Alvez 15 SE,1500000000000.000,MT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,37.00,53.00,114.00,12.00,34.00,8.00,21.00
2025,WULING,Alvez 15 CE,1500000000000.000,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,34.00,54.00,46.00,49.00,31.00,34.00,12.00
2025,WULING,Alvez 15 EX,1500000000000.000,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,63.00,39.00,76.00,25.00,134.00,39.00,43.00
2025,WULING,New Almaz RS Pro,1500000000000.000,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,11.00,15.00,38.00,8.00,3.00,1.00,8.00
2025,WULING,Almaz 15L,1500000000000.000,CVT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,-,-,-,-,-,-,-
2025,WULING,Almaz 15E+ T CVT,1500000000000.000,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,2.00,-,-,-,-,-,-
2025,WULING,Almaz RS 15T Pro,1500000000000.000,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,28.00,5.00,13.00,-,-,-,-
2025,XPENG,G6 Air CKD (4x2) A/T,-,AT,BEV,-,-,-,-,-,2890000000000.000,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,-,-,-
2025,XPENG,X9 Standard Range Pro (4x2) A/T,-,AT,BEV,-,-,-,-,-,3160000000000.000,5293 x 1988 x 1785,7,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,11.00
2025,XPENG,X9 Long Range Pro (4x2) A/T,-,AT,BEV,-,-,-,-,-,3160000000000.000,5293 x 1988 x 1785,7,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,17.00
2025,XPENG,X9 Long Range Pro+ (4x2) A/T,-,AT,BEV,-,-,-,-,-,3160000000000.000,5293 x 1988 x 1785,7,4X2,FR,-,5,4,CBU,China,-,-,-,-,-,-,20.00
2025,XPENG,G6 Standard Range (4x2) A/T,-,AT,BEV,-,-,-,-,-,2890000000000.000,4753 x 1920 x 1650,5,4X2,RR,-,5,4,CKD,INA,-,-,-,-,-,-,27.00
2025,BMW,X3 sDrive20i G01 CKD AT,1998000000000.000,AT,G,65,2400000000000.000,-,245/50 R19 105W,184,2864000000000.000,4708x1891x1676,-,4X2,FR,-,-,4,CKD,INA,-,4.00,6.00,3.00,,,
2025,CHERY,Tiggo 8  Pro Premium,2000000000000.000,AT,G,57,-,-,-,-,2710000000000.000,4722X1860X1746,7,4X2,-,-,5,4,CKD,INA,-,-,-,-,,,
2025,CHERY,Tiggo 8  Pro Luxury,2000000000000.000,AT,G,57,-,-,-,-,2710000000000.000,4722X1860X1746,7,4X2,-,-,5,4,CKD,INA,25.00,1.00,-,-,,,
2025,CITROEN,New Citroën C5 Aircross,1600000000000.000,AT,G,53,1685000000000.000,-,225/55/18,-,2730000000000.000,4500 X 1969 X 1710,5,4X2,FF,-,5,4,CBU,India,-,-,-,-,,,
2025,FORD,Everest Sport 20L (4x2) A/T,1996000000000.000,AT,D,80,3000000000000.000,4,255/55 R20,170 PS,2900000000000.000,4914X2207X1841,7,4X2,2WD,6 speeds,5,4,CBU,Thailand,-,-,-,9.00,,,
2025,HONDA,All New CRV 20 e:HEV,2000000000000.000,CVT,HYBRID,58,-,-,"18 x 7,5J",155,2660000000000.000,4586 x 1855 x 1679,-,4X2,FF,-,5,4,CKD,INA,-,-,-,-,,,
2025,HONDA,STEP WGN RS e:HEV,2000000000000.000,CVT,HYBRID,52,-,-,-,184/145,2888000000000.000,4829 X 1752 x 1840,-,4X2,FF,-,5,4,CBU,Japan,-,-,-,-,,,
2025,HYUNDAI - HMID,Kona EV,-,AT,BEV,-,2020000000000.000,-,215/55/R17,-,2600000000000.000,4180 x 1800 x 1570,5,4X2,-,-,5,4,CBU,South Korea,-,-,-,-,,,
2025,HYUNDAI - HMID,Kona EV Prime Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,,,
2025,HYUNDAI - HMID,Kona EV Prime Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,2.00,1.00,-,,,
2025,HYUNDAI - HMID,Kona EV Signature Reguler,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,2.00,-,-,-,,,
2025,HYUNDAI - HMID,Kona EV Signature Reguler Two Tone,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,-,-,-,,,
2025,HYUNDAI - HMID,Kona EV Signature Extended,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,21.00,29.00,17.00,15.00,,,
2025,HYUNDAI - HMID,Kona EV Signature Extended Two Tone,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,2.00,15.00,11.00,7.00,,,
2025,HYUNDAI - HMID,Kona EV Style,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1.00,-,1.00,-,,,
2025,HYUNDAI - HMID,Kona EV N Line,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,-,13.00,3.00,1.00,,,
2025,HYUNDAI - HMID,Kona EV N Line Two Tone,-,AT,BEV,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CKD,INA,1.00,-,4.00,4.00,,,
2025,HYUNDAI - HMID,Tucson,2000000000000.000,AT,G,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,South Korea,1.00,1.00,2.00,2.00,,,
2025,HYUNDAI - HMID,Tucson HEV,1600000000000.000,AT,HYBRID,-,-,-,-,-,-,-,5,4X2,FF,-,5,4,CBU,South Korea,3.00,9.00,13.00,6.00,,,
2025,HYUNDAI - HMID,Santa Fe G25 6AT Prime,2500000000000.000,AT,G,67,2510000000000.000,-,235/60/18,180,2765000000000.000,4785 x 1900 x 1710,5,4X2,FF,-,5,4,CKD,INA,19.00,13.00,2.00,-,,,
2025,HYUNDAI - HMID,Santa Fe G25 6AT Signature,2500000000000.000,AT,G,67,2510000000000.000,-,235/60/18,180,2765000000000.000,4785 x 1900 x 1710,5,4X2,FF,-,5,4,CKD,INA,29.00,17.00,3.00,-,,,
2025,HYUNDAI - HMID,Santa Fe G25 8AT Prime,2500000000000.000,AT,G,67,-,-,255/45/20,194,2815000000000.000,4830 x 1900 x 1770,7,4X2,FF,-,5,4,CKD,INA,10.00,9.00,1.00,4.00,,,
2025,HYUNDAI - HMID,Santa Fe G25 8AT Calligraphy,2500000000000.000,AT,G,67,-,-,245/45/21,194,2815000000000.000,4830 x 1900 x 1770,6,4X2,FF,-,5,4,CKD,INA,55.00,21.00,22.00,33.00,,,
2025,HYUNDAI - HMID,Santa Fe HEV 16T 6AT Prime,1600000000000.000,AT,HYBRID,67,-,-,255/45/20,180,2815000000000.000,4830 x 1900 x 1770,7,4X2,FF,-,5,4,CKD,INA,17.00,16.00,2.00,15.00,,,
2025,HYUNDAI - HMID,Santa Fe HEV 16T 6AT Calligraphy,1600000000000.000,AT,HYBRID,67,-,-,255/45/20,180,2815000000000.000,4830 x 1900 x 1770,6,4X2,FF,-,5,4,CKD,INA,96.00,267.00,362.00,198.00,,,
2025,HYUNDAI - HMID,Palisade 22 CRDi,2200000000000.000,AT,D,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,South Korea,5.00,2.00,5.00,3.00,,,
2025,HYUNDAI - HMID,Palisade 22 CRDi Signature,2200000000000.000,AT,D,-,-,-,-,-,-,-,-,4X2,-,-,5,4,CBU,South Korea,51.00,89.00,95.00,35.00,,,
2025,HYUNDAI - HMID,All New Palisade Hybrid Calligraphy,2500000000000.000,AT,HYBRID,-,-,-,-,-,-,-,7,4X2,FF,-,5,4,CBU,South Korea,-,-,-,-,,,
2025,HYUNDAI - HMID,All New Palisade Hybrid Signature,2500000000000.000,AT,HYBRID,-,-,-,-,-,-,-,7,4X2,FF,-,5,4,CBU,South Korea,-,-,-,-,,,
2025,HYUNDAI - HMID,Staria Signature 7,2200000000000.000,AT,D,-,-,-,-,-,-,-,7,4X2,FF,-,5,4,CBU,South Korea,-,3.00,7.00,2.00,,,
2025,HYUNDAI - HMID,Staria Signature 9,2200000000000.000,AT,D,-,-,-,-,-,-,-,9,4X2,FF,-,5,4,CBU,South Korea,1.00,2.00,5.00,2.00,,,
2025,ISUZU,MU0X RBD1,2499000000000.000,AT,D,47,2540000000000.000,-,-,-,-,-,7,4X2,-,-,5,4,CBU,Thailand,-,-,-,-,,,
2025,KIA,Carnival,2151000000000.000,AT,D,80,-,-,235/60 R18,202/3800,3090000000000.000,5115 x 1995 x 1750,11,4X2,FF,8,5,4,CBU,Korea,-,-,4.00,10.00,,,
2025,KIA,Carnival HEV,1598000000000.000,AT,HYBRID,80,2960000000000.000,3195000000000.000,235/60 R18,202/3800,3090000000000.000,5155 x 2000 x 1785,11,4X2,FF,8,5,4,CBU,Korea,-,9.00,1.00,2.00,,,
2025,LEXUS,NX 350h,1998000000000.000,AT,G,60,-,-,255 / 60 R18,235 / 4000,2660000000000.000,4630X1845X1630,4,4X2,FR,-,4,4,CBU,Japan,-,3.00,4.00,6.00,,,
2025,LEXUS,NX 450h+,2487000000000.000,AT,PHEV,60,1810000000000.000,-,235 / 50 R20,235 / 4000,2690000000000.000,4660X1865X1670,5,4X2,FR,-,4,4,CBU,Japan,-,-,1.00,-,,,
2025,LEXUS,UX 250h LUXURY,1987000000000.000,AT,HYBRID,72,1625000000000.000,-,225 / 50 R18,235 / 4400,2640000000000.000,4495X1840X1520,5,4X2,FR,-,4,4,CBU,Japan,-,1.00,-,-,,,
2025,LEXUS,RX 350h Luxury HEV,-,AT,HYBRID,-,1995000000000.000,-,235 / 50 R21,-,2850000000000.000,4890x1920x1695,4,4X2,FR,-,4,4,CBU,Japan,3.00,19.00,30.00,40.00,,,
2025,LEXUS,RX 350h,2487000000000.000,AT,HYBRID,-,1995000000000.000,-,235 / 50 R21,-,2850000000000.000,4890x1920x1695,5,4X2,FR,-,4,4,CBU,Japan,-,-,-,4.00,,,
2025,MAZDA,CX-3 Pro,1998000000000.000,AT,G,48,-,-,215/50R18,149,2570000000000.000,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Japan,1.00,-,-,-,,,
2025,MAZDA,CX-3 Sport,1998000000000.000,AT,G,48,-,-,215/50R18,149,2570000000000.000,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Japan,-,2.00,81.00,60.00,,,
2025,MAZDA,CX-3 Pro AutoExe,1998000000000.000,AT,G,48,-,-,215/50R18,149,2570000000000.000,4275 x 1765 x 1535,5,4X2,FF,-,5,4,CBU,Thailand,-,-,-,-,,,
2025,MAZDA,CX-5 Elite,2488000000000.000,AT,G,56,-,-,225/55R19,190,2700000000000.000,4550 x 1840 x 1680,5,4X2,FF,-,5,4,CBU,Japan,4.00,19.00,22.00,14.00,,,
2025,MAZDA,CX-60 25 Sport,2488000000000.000,AT,G,58,-,-,235/60R18,188,2870000000000.000,4740 x 1890 x 16865,5,4X2,FR,-,5,4,CBU,Japan,-,-,-,-,,,
2025,MAZDA,CX-3 GT,1998000000000.000,AT,G,51,-,-,215/55R18,155,2655000000000.000,4395 x 1795 x 1540,5,4X2,FF,-,5,4,CBU,Japan,19.00,13.00,21.00,13.00,,,
2025,MAZDA,New CX-8 Elite,2488000000000.000,AT,G,72,-,-,225/55R19,190,2930000000000.000,4900 x 1840 x 1730,6,4X2,FF,-,5,4,CBU,Malaysia,6.00,7.00,11.00,1.00,,,
2025,MAZDA,New CX-9,2488000000000.000,AT,G,72,-,-,255/50R20,231,2930000000000.000,5075 x 1969 x 1747,7,4X2,FF,-,5,4,CBU,Japan,2.00,-,-,-,,,
2025,MAZDA,Mazda 3 Hatchback,1998000000000.000,AT,G,51,-,-,215/45R18,155,2725000000000.000,"4,460 x 1,795 x 1,435",5,4X2,FF,-,5,4,CBU,Japan,98.00,60.00,72.00,53.00,,,
2025,MAZDA,Mazda 6 Elite Estate,2488000000000.000,AT,G,62,-,-,225/45R19,192,2750000000000.000,"4,800 x 1,840 x 1,480",5,4X2,FF,-,5,4,CBU,Japan,1.00,1.00,-,-,,,
2025,MERCEDES-BENZ PC,AMG A 45 4MATIC (W177)*,2000000000000.000,-,G,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,-,-,-,-,,,
2025,MERCEDES-BENZ PC,M0AMG GLA 35,1595000000000.000,AT,G,50,1940000000000.000,7,235/45 R19,156,2699000000000.000,"4,443 x 2,022 x 1,483",5,4X2,FR,-,5,4,CBU,-,2.00,2.00,2.00,2.00,,,
2025,MERCEDES-BENZ PC,GLA 200,1991000000000.000,AT,G,66,2360000000000.000,9,255/45 R20,184,2873000000000.000,"4,656 x 2,096 x 1,639",5,4X2,FR,-,5,4,CKD,INA,3.00,9.00,1.00,1.00,,,
2025,MERCEDES-BENZ PC,Seprinter,2143000000000.000,MT,G,-,5300000000000.000,-,-,-,-,-,-,4X2,-,-,4,-,CBU,Spain,2.00,1.00,2.00,-,,,
2025,MINI,Cooper S Hatch A/T,1998000000000.000,AT,G,44,1635000000000.000,-,205/45 R17 88W,-,2495000000000.000,3850 x 1727 x 1414,-,4X2,FR,-,-,4,CBU,UK,-,1.00,-,-,,,
2025,MINI,John Cooper Works Hatch A/T,1998000000000.000,AT,G,44,1710000000000.000,-,205/40 R18 86W,-,2495000000000.000,3874 x 1727 x 1414,-,4X2,FR,-,-,4,CBU,UK,-,-,-,-,,,
2025,MINI,Cooper S 5 Door A/T,1998000000000.000,AT,G,-,1380000000000.000,-,215/40 R18 89Y;215/40 R18 89Y,204,2567000000000.000,4036 x 1744 x 1464,5,4X2,FF,-,5,4,CBU,UK,1.00,3.00,5.00,1.00,,,
2025,MINI,Cooper S 5 Door A/T,1998000000000.000,AT,G,44,1770000000000.000,-,205/45 R17 88W,-,2567000000000.000,4005 x 1727 x 1425,-,4X2,FR,-,-,4,CBU,UK,-,3.00,-,1.00,,,
2025,MINI,Cooper S Countryman F60 CKD A/T,1998000000000.000,AT,G,61,2040000000000.000,-,225/45 R19 92W,192,2670000000000.000,4299 x 1822 x 1557,-,4X2,FF,-,-,4,CKD,INA,6.00,34.00,1.00,-,,,
2025,MINI,Countryman C A/T,-,-,-,-,-,-,-,-,-,-,-,4X2,FR,-,-,-,CBU,UK,-,1.00,1.00,6.00,,,
2025,MINI,Cooper S RHD A/T,1998000000000.000,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,-,-,CBU,UK,1.00,12.00,8.00,6.00,,,
2025,MINI,Cbu Cooper S Cabrio,1998000000000.000,AT,G,-,-,-,-,-,-,-,-,-,FF,-,-,4,CBU,UK,-,-,-,-,,,
2025,MINI,Cbu Jcw Cabrio At 32Gx S,1998000000000.000,AT,G,44,1425000000000.000,-,5/45 R17 91 Y XL;215/45 R17 91 Y X,231,2495000000000.000,3879 x 1744 x 1431,4,4X2,FF,-,2,4,CBU,UK,-,-,-,-,,,
2025,MINI,Jcw Aceman E At,-,AT,BEV,-,1745000000000.000,-,-,258,2606000000000.000,4079 x 1754 x 1514,5,4X2,FF,-,5,4,CBU,China,-,-,-,-,,,
2025,MINI,Jcw E At,-,AT,BEV,-,1650000000000.000,-,-,258,2526000000000.000,3858 x 1756 x 1460,4,4X2,FF,-,3,4,CBU,China,-,-,-,-,,,
