Tahun,BRAND,TYPE MODEL,CC,TRANS,FUEL,"TANK
CAPT","GVW
(Kg)",GEARRATIO,WHEEL&TYRESIZE,PS/HP,WHEELBASE,"DIMENSION
PxLxT",SEATER,DRIVESYS,,SPEED,DOOR,WHEELS,"CBU
/CKD","ORIGIN
COUNTRY",JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2024,HYUNDAI-HMID,StariaSignature7,22,AT,D,-,-,-,-,-,-,-,7,4X2,FF,-,5,4,CBU,SouthKore,3,3,7,5,1,-,12,5,-,4,3,3
2024,HYUNDAI-HMID,StariaSignature9,22,AT,D,-,-,-,-,-,-,-,9,4X2,FF,-,5,4,CBU,SouthKore,3,9,5,4,9,2,2,6,1,8,6,4
2024,ISUZU,MU-XRBD1,2499,AT,D,47,254,-,-,-,-,-,7,4X2,-,-,5,4,CBU,Thailand,-,-,-,-,-,70,-,-,-,-,-,-
2024,KIA,Carnival,2151,AT,D,80,-,-,235/60R18,202/3800,309,5115x1995x1750,11,4X2,FF,8,5,4,CBU,Korea,-,-,-,10,1,40,42,35,18,9,14,14
2024,LEXUS,NX350h,1998,AT,G,60,-,-,255/60R18,235/4000,266,4630X1845X1630,4,4X2,FR,-,4,4,CBU,Japan,19,1,1,-,5,7,7,5,4,10,8,8
2024,LEXUS,NX250,2487,AT,G,60,1705,-,235/50R20,235/4000,269,4660X1865X1670,5,4X2,FR,-,4,4,CBU,Japan,-,-,-,-,-,-,5,-,-,-,-,-
2024,LEXUS,UX300e,-,AT,BEV,-,184,-,215/60R17,-,264,4495X1840X1545,5,4X2,FR,-,4,4,CBU,Japan,-,-,-,-,-,1,-,-,-,-,-,-
2024,LEXUS,RX350h,2487,AT,HEV,-,-,-,-,-,-,-,4,4X2,FR,-,4,4,CBU,Japan,1,-,-,-,-,-,-,-,-,-,-,-
2024,LEXUS,RX350hLuxuryHEV,-,AT,HEV,-,1995,-,235/50R21,-,285,4890x1920x1695,4,4X2,FR,-,4,4,CBU,Japan,18,68,135,92,123,39,32,18,16,30,34,48
2024,LEXUS,LM500h4Seater,2393,AT,HEV,60,2905,-,-,271/6000,3,5125X1890X1940,4,4X2,AWD,-,4,4,CBU,Japan,-,-,-,-,-,1,-,-,-,-,-,-
2024,LEXUS,LM500h6Seater,2393,AT,HEV,60,2905,-,-,271/6000,3,5125X1890X1940,6,4X2,AWD,-,4,4,CBU,Japan,-,-,-,-,-,-,-,-,-,-,2,-
2024,MAZDA,CX-3Pro,1998,AT,G,48,-,-,215/50R18,149,257,4275x1765x1535,5,4X2,FF,-,5,4,CBU,Japan,-,2,2,2,1,1,-,2,-,-,-,1
2024,MAZDA,CX-3Sport,1998,AT,G,48,-,-,215/50R18,149,257,4275x1765x1535,5,4X2,FF,-,5,4,CBU,Japan,30,39,165,110,111,114,94,134,170,89,164,94
2024,MAZDA,CX-5Elite,2488,AT,G,56,-,-,225/55R19,190,27,4550x1840x1680,5,4X2,FF,-,5,4,CBU,Japan,26,34,58,50,35,30,46,30,25,13,14,31
2024,MAZDA,CX-30GT,1998,AT,G,51,-,-,215/55R18,155,2655,4395x1795x1540,5,4X2,FF,-,5,4,CBU,Japan,-,35,28,33,38,34,43,56,35,22,27,20
2024,MAZDA,NewCX-8Elite,2488,AT,G,72,-,-,225/55R19,190,293,4900x1840x1730,6,4X2,FF,-,5,4,CBU,Malaysia,11,10,2,15,24,8,18,31,10,8,9,9
2024,MAZDA,NewCX-9,2488,AT,G,72,-,-,255/50R20,231,293,5075x1969x1747,7,4X2,FF,-,5,4,CBU,Japan,2,2,3,3,1,4,3,4,3,1,3,1
2024,MAZDA,Mazda3Hatchback,1998,AT,G,51,-,-,215/45R18,155,2725,"4,460x1,795x1,43",5,4X2,FF,-,5,4,CBU,Japan,36,52,89,67,40,33,28,77,57,93,69,15
2024,MAZDA,Mazda6EliteEstate,2488,AT,G,62,-,-,225/45R19,192,275,"4,800x1,840x1,48",5,4X2,FF,-,5,4,CBU,Japan,-,2,2,1,2,-,1,2,3,2,1,-
2024,MERCEDES-BENZPC,AMGA454MATIC(W177)*,2,-,G,-,-,-,-,-,-,-,-,-,-,-,-,-,CBU,-,-,-,-,-,-,1,1,-,-,-,-,-
2024,MERCEDES-BENZPC,M-AMGGLA35,1595,AT,G,50,194,7,235/45R19,156,2699,"4,443x2,022x1,48",5,4X2,FR,-,5,4,CBU,-,4,3,2,6,11,8,3,4,7,2,-,1
2024,MERCEDES-BENZPC,GLA200,1991,AT,G,66,236,9,255/45R20,184,2873,"4,656x2,096x1,63",5,4X2,FR,-,5,4,CKD,INA,-,38,36,22,13,13,8,10,17,13,7,11
2024,MERCEDES-BENZPC,Seprinter,2143,MT,G,-,53,-,-,-,-,-,-,4X2,-,-,4,-,CBU,Spain,-,7,4,6,-,5,5,14,3,8,1,-
2024,MINI,CooperSHatchA/T,1998,AT,G,44,1635,-,205/45R1788W,-,2495,3850x1727x1414,-,4X2,FR,-,-,4,CBU,UK,5,8,8,4,9,10,5,10,3,1,-,1
2024,MINI,JohnCooperWorksHatchA/T,1998,AT,G,44,171,-,205/40R1886W,-,2495,3874x1727x1414,-,4X2,FR,-,-,4,CBU,UK,-,-,5,-,-,4,2,2,1,-,-,-
2024,MINI,CooperS5DoorA/T,1998,AT,G,-,138,-,215/40R1889Y;215/40R1889Y,204,2567,4036x1744x1464,5,4X2,FF,-,5,4,CBU,UK,-,-,-,-,-,-,-,-,-,3,2,5
2024,MINI,CooperS5DoorA/T,1998,AT,G,44,177,-,205/45R1788W,-,2567,4005x1727x1425,-,4X2,FR,-,-,4,CBU,UK,1,1,2,3,-,4,3,2,3,-,-,3
2024,MINI,CooperSClubmanA/T,1998,AT,G,48,1945,-,225/40R1892Y,192,267,4266x1800x1441,-,4X2,FR,-,4,4,CBU,UK,2,22,16,10,7,12,-,-,-,-,-,-
2024,MINI,CooperSConvertibleA/T,1998,AT,G,-,1745,-,205/45R1788W,-,2495,3850x1727x1415,-,4X2,FR,-,-,4,CBU,Germany,9,6,12,8,4,2,8,7,1,-,1,1
2024,MINI,JohnCooperWorksConvertibleA/T,1998,AT,G,44,1795,-,205/40R1886W,231,2495,3874x1727x1415,-,4X2,FR,-,-,4,CBU,Germany,1,3,3,2,1,1,-,-,-,-,-,1
2024,MINI,CooperSCountrymanF60CKDA/T,1998,AT,G,61,204,-,225/45R1992W,192,267,4299x1822x1557,-,4X2,FF,-,-,4,CKD,INA,12,23,18,18,18,36,17,22,13,5,9,26
2024,MINI,CountrymanCA/T,-,-,-,-,-,-,-,-,-,-,-,4X2,FR,-,-,-,-,UK,-,-,-,-,-,-,1,3,2,1,1,6
2024,MINI,CooperSRHDA/T,1998,AT,G,-,-,-,-,-,-,-,-,4X2,FR,-,-,-,-,UK,-,-,-,-,-,-,16,12,16,11,8,12
2024,MITSUBISHIMOTORS,PajeroSport24LDAKAR(4x2)8AT,2442,AT,D,68,26,3692,265/60R18,181,28,4785X1815X1805,7,4X2,FR,-,4,4,CKD,INA,956,971,1108,630,907,800,565,883,975,554,641,838
2024,MITSUBISHIMOTORS,PajeroSport24LDAKARUtimate(4x2)8AT,2442,AT,D,68,26,3692,265/60R18,181,28,4785X1815X1805,7,4X2,FR,-,4,4,CKD,INA,49,29,30,17,47,36,27,50,79,33,30,33
2024,MITSUBISHIMOTORS,PajeroSport25LEXCEED(4X2)5AT,2477,AT,D,70,265,3917,265/60R16,136,28,4785X1815X1800,7,4X2,FR,-,4,4,CKD,INA,22,27,22,12,14,24,9,58,7,2,26,4
2024,MITSUBISHIMOTORS,PajeroSport25LEXCEED-H(4x2)5MT,2477,MT,D,70,265,3917,265/60R16,136,28,4785X1815X1800,7,4X2,FR,-,4,4,CKD,INA,7,4,9,8,5,1,2,-,-,9,3,10
2024,NISSAN,AllNewSerenaHighwayStar20AT,1998,AT,G,-,1965,-,-,-,-,-,-,4X2,-,-,5,4,CBU,Japan,36,36,45,35,17,-,-,-,-,-,-,-
2024,PEUGEOT,NEW5008ATAllureMidlife,1598,AT,G,60,1459,6,225/50R17,163,2613,4365x1836x163,5,4X2,FF,-,5,4,CBU,Malaysia,1,-,-,-,-,-,-,-,-,-,-,-
2024,PEUGEOT,NEW3008ATActive,1598,AT,G,60,1459,6,225/50R17,163,2613,4365x1836x163,5,4X2,FF,-,5,4,CBU,Malaysia,3,-,-,-,-,-,-,-,-,-,-,-
2024,PEUGEOT,NEW5008ATActive,1598,AT,G,60,1459,6,225/50R17,163,2613,4365x1836x163,5,4X2,FF,-,5,4,CBU,Malaysia,3,8,3,3,-,-,-,-,-,-,-,-
2024,TOYOTA,AllNewKijangInnovaGDSLMi,2494,AT,D,55,164,-,205/65R15,136/5600,275,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA,298,243,775,-1,745,590,659,812,328,414,722,673
2024,TOYOTA,AllNewKijangInnovaGATDSLMi,2494,AT,D,55,164,-,205/65R15,136/5600,275,4585X1775X1750,7,4X2,FR,4,5,4,CKD,INA,942,883,506,589,2074,1647,1795,1791,1466,1759,1634,1665
2024,TOYOTA,AllNewKijangInnovaGImp2022,2494,MT,G,55,164,-,205/65R15,102/3600,275,4585X1775X1750,7,4X2,FR,5,5,4,CKD,INA,228,213,522,451,205,252,383,175,269,272,225,176
2024,TOYOTA,AllNewKijangInnovaZenixGCvt20,1987,A/T,G,55,164,-,205/65R15,102/3600,275,4585X1775X1750,7,4X2,FF,5,5,4,CKD,INA,768,994,609,343,802,678,654,326,497,549,492,631
2024,TOYOTA,AllNewKijangInnovaZenixVCvt20,1987,A/T,G,55,164,-,205/65R15,102/3600,275,4585X1775X1750,7,4X2,FF,5,5,4,CKD,INA,448,246,354,282,299,182,489,282,370,183,228,120
2024,TOYOTA,AllNewKijangInnovaZenixGHevCvt20,1987,A/T,HEV,55,164,-,205/65R15,102/3600,275,4585X1775X1750,7,4X2,FF,5,5,4,CKD,INA,550,586,933,131,102,610,825,948,1006,749,851,869
2024,TOYOTA,AllNewKijangInnovaZenixVHevCvt20,1987,A/T,HEV,55,164,-,205/65R15,102/3600,275,4585X1775X1750,7,4X2,FF,5,5,4,CKD,INA,1149,250,483,551,442,614,809,909,968,674,696,575
2024,TOYOTA,AllNewKijangInnovaZenixQHevCvtTss20Modellista,1987,A/T,HEV,55,164,-,205/65R15,102/3600,275,4585X1775X1750,7,4X2,FF,5,5,4,CKD,INA,896,333,456,457,712,819,1272,1294,1125,1093,106,673
2024,TOYOTA,Voxy20AT,2,AT,G,60,2205,-,205/60R16,158/6200,-,4600X1695X1850,7,4X2,FF,-,5,4,CKD,Japan,150,262,178,159,106,8,206,209,133,195,235,181
2024,TOYOTA,"Alphard2,5G",25,AT,G,65,1905,5791,215/60/R17,170/6000,295,4870X1830X1905,7,4X2,FF,-,5,4,CBU,Japan,-,-,1,-,-,-,-,-,2,-,-,-
2024,TOYOTA,"Alphard2,5G",25,CVT,G,65,1905,5791,215/60/R17,170/6000,295,4870X1830X1905,7,4X2,FF,-,5,4,CBU,Japan,12,356,101,252,72,28,137,104,36,304,221,54
2024,TOYOTA,Alphard25Hybrid,2494,CVT,HEV,65,192,5791,235/50/R18,170/6000,295,4945X1850X1895,7,4X2,FR,5,5,4,CBU,Japan,49,217,11,235,230,333,469,444,364,565,568,353
2024,TOYOTA,Vellflre25VIPHybrid,25,AT,HEV,65,192,5791,215/60/R17,170/6000,295,4870X1830X1905,7,4X2,FF,-,5,4,CBU,Japan,-,60,15,53,11,71,79,32,35,52,62,40
2024,TOYOTA,GRYaris16,1618,MT,G,42,1075,4237,225/40R18,261/6500,256,"3,995X1,805X1,455",5,4X2,FF,4,5,4,CBU,Japan,-,-,-,-,-,-,1,-,-,-,3,3
2024,TOYOTA,GRYaris16AT,1618,AT,G,42,1075,4237,225/40R18,261/6500,256,"3,995X1,805X1,455",5,4X2,FF,4,5,4,CBU,Japan,-,-,-,-,-,-,1,-,-,-,1,12
2024,TOYOTA,CorollaCross18ATHybrid,1798,AT,HEV,50,-,-,215/60R17,141/6400,264,4360x1795x1565,5,4X2,FF,7,5,4,CBU,Thailand,1,8,3,1,7,5,2,15,25,16,13,-
2024,TOYOTA,CorollaCross18ATHybridGRSport,1798,AT,HEV,50,-,-,215/60R17,141/6400,264,4360x1795x1565,5,4X2,FR,7,5,4,CBU,Thailand,1,3,2,5,2,-,-,-,-,-,-,-
2024,TOYOTA,FortunerG24DslImp2021,2393,MT,D,80,-,4555,265/60R18,163/3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA,17,6,4,5,6,26,1,-,-,-,-,-
2024,TOYOTA,FortunerG24DslATImp2021,2393,AT,D,80,-,4555,265/60R18,163/3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA,19,12,8,3,14,18,5,-,-,-,-,-
2024,TOYOTA,NewFortunerG24DslImp2024,2393,MT,D,80,-,4555,265/60R18,163/3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,29,54
2024,TOYOTA,NewFortunerG24DslA/TImp2024,2393,AT,D,80,-,4555,265/60R18,163/3400,2745,4795x1855x1835,7,4X2,FR,5,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,30,59
2024,TOYOTA,HI-ACECommuterHIGrade,25,MT,G,70,2145,-,195/R15,102/3600,311,5380X1880X2285,16,4X2,FR,-,2,5,CBU,Japan,127,391,100,202,190,434,486,468,366,671,799,907
2024,WULING,NewAlmazHEV,2,AT,HEV,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,48,80,165,5,5,14,12,62,40,5,58,26
2024,WULING,AlmazRSHybrid,2,CVT,HEV,-,-,-,-,-,-,-,-,4X2,FR,-,5,4,CKD,INA,2,-,-,-,-,-,-,-,-,-,-,-
2024,AUDI,Q314TFSIA/T,14,AT,G,64,-,-,-,-,-,-,5,4X4,4WD,250,4,4,CBU,Germany,-,-,-,-,2,2,1,2,-,-,-,-
2024,KIA,EV6,-,AT,BEV,77,2425,-,255/45R20,239000625,29,4695x1890x1550,5,4X4,4WD,-,5,4,CBU,Korea,2,-,-,-,-,-,-,-,-,-,-,1
2024,KIA,EV9,-,AT,BEV,77,2425,-,255/45R20,239000625,29,4695x1890x1550,5,4X4,4WD,-,5,4,CBU,Korea,26,10,21,10,22,7,-,-,-,1,-,1
2024,CHERY,Gt4X4,15,CVT,G,-,-,-,-,-,-,-,5,4X4,AWD,-,5,4,CKD,INA,-,-,-,-,-,-,2,3,3,5,2,2
2024,CHERY,iCar03AWD,-,CVT,BEV,-,-,-,-,-,-,-,5,4X4,AWD,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,-,-,28,262
2024,LEXUS,RZ450e,-,AT,BEV,-,-,-,-,-,-,-,-,4X4,AWD,-,4,4,CBU,Japan,1,-,-,-,-,-,-,2,-,-,-,-
2024,SUZUKI,NewJimnyMT,1462,MT,G,40,1435,409,195/80R15,102,225,3625X1645X1720,4,4X4,4WD,-,4,4,CBU,Japan,6,3,-,1,-,-,-,-,-,-,-,-
2024,SUZUKI,NewJimnyAT,1462,AT,G,40,1435,43,195/80R15,102,225,3625X1645X1720,4,4X4,4WD,-,4,4,CBU,Japan,-,7,6,24,3,13,12,36,13,29,57,39
2024,SUZUKI,NewJimny2TONEAT,1462,AT,G,40,1435,43,195/80R15,102,225,3625X1645X1720,4,4X4,4WD,-,4,4,CBU,Japan,-,2,3,1,2,3,3,10,4,5,15,9
2024,SUZUKI,Jimny5DoorsAt,1462,AT,G,40,1435,43,195/80R15,102,225,3625X1645X1720,4,4X4,4WD,-,3,4,CBU,India,-,86,146,51,65,35,54,41,89,177,95,53
2024,SUZUKI,Jimny5DoorsMt,1462,MT,G,40,1435,409,195/80R15,102,225,3625X1645X1720,4,4X4,4WD,-,3,4,CBU,India,-,5,23,9,5,-,1,3,9,3,3,-
2024,SUZUKI,Jimny5Doors2ToneAt,1462,AT,G,40,1435,43,195/80R15,102,225,3625X1645X1720,4,4X4,4WD,-,3,4,CBU,India,1,167,165,72,20,89,37,22,219,121,88,48
2024,SUZUKI,Jimny5Doors2ToneMt,1462,MT,G,40,1435,409,195/80R15,102,225,3625X1645X1720,4,4X4,4WD,-,3,4,CBU,India,-,18,11,27,7,1,-,-,10,2,4,1
2024,SUZUKI,Jimny5DWhiteRhinoAt,1462,AT,G,40,1435,43,195/80R15,102,225,3625X1645X1720,4,4X4,4WD,-,3,4,CBU,India,-,-,-,-,-,-,-,-,-,-,17,39
2024,VOLVOCARS,C40ElectricVehicles,-,AT,BEV,-,2619,-,235/50R19;255/45R19,-,2702,4440X1873X1591,5,4X4,AWD,185,5,4,CBU,Malaysia,1,1,-,3,3,3,3,4,-,1,-,3
2024,VOLVOCARS,XC40ElectricalVehicles,-,AT,BEV,-,265,-,235/50R19;255/45R19,-,2702,4440X1873X1652,5,4X4,AWD,185,5,4,CBU,Malaysia,-,-,4,3,2,3,3,1,1,-,3,2
2024,BMW,X3xDrive30iG01CKDAT,1998,AT,G,65,245,-,245/45R20103W;275/40R20106W,252,2864,4708x1891x1676,-,4X4,4WD,-,-,4,CKD,INA,36,20,18,16,19,23,17,30,24,65,72,34
2024,BMW,X3MRHDAT,2993,AT,G,65,25,-,255/40ZR21102Y;265/40ZR21105Y,510,2864,4716x1897x1669,-,4X4,4WD,-,-,4,CBU,USA,-,-,1,1,-,-,-,-,1,4,-,-
2024,BMW,X4MRHDAT,2993,AT,G,65,25,-,255/40ZR21102Y;265/40ZR21105Y,510,2864,4754x1927x1620,-,4X4,4WD,-,-,4,CBU,USA,-,-,-,-,-,-,1,4,2,6,-,-
2024,BMW,X4xDrive30iRHDAT,1998,AT,G,65,245,-,245/45R20103W;275/40R20106W,252,2864,4751x1918x1621,-,4X4,4WD,-,-,4,CBU,USA,1,-,3,-,-,2,2,1,1,-,1,-
2024,BMW,X5,2998,AT,G,83,28,-,275/45R20110Y;305/40R20112Y,340,2975,4922x2004x1745,-,4X4,4WD,-,-,4,CKD,USA,-,-,1,-,-,-,-,-,-,-,-,-
2024,BMW,X5xDrive40iG05CKDAT,2998,AT,G,83,28,-,275/45R20110Y;305/40R20112Y,340,2975,4922x2004x1745,-,4X4,4WD,-,-,4,CKD,INA,-,-,-,-,1,-,-,-,-,-,-,-
2024,BMW,X5xDrive40iG05CKDAT,2998,AT,G,83,2885,-,275/40R21107Y;315/35R21111Y,381,2975,4935x2004x1765,-,4X4,4WD,-,-,4,CKD,INA,20,39,93,30,24,30,56,48,58,74,39,108
2024,BMW,X6xDrive40iAT,2998,AT,G,83,28,-,275/40R21107Y;315/35R21111Y,340,2975,4935x2004x1696,-,4X4,4WD,-,-,4,CBU,Germany,3,1,7,-,5,3,6,5,1,7,1,-
2024,BMW,X7xDrive40iG07CKDAT,2998,AT,G,83,3155,-,285/45R21113Y,340,3105,5151x2000x1805,-,4X4,4WD,-,-,4,CKD,INA,18,7,16,5,2,7,6,5,7,6,16,10
2024,BMW,iXxDrive40AT,-,AT,BEV,-,301,-,255/50R21109Y,-,3,4953x1967x1695,-,4X4,4WD,-,-,4,CBU,Germany,20,5,9,10,4,8,2,5,6,8,1,6
2024,BAIC,BJ-40PLUS,1992,AT,G,75,208,-,245/70R17,221,2745,4645X1925X1871,5,4X4,4WD,8,5,4,CBU,China,-,-,-,-,-,-,-,43,51,55,55,20
2024,BAIC,BJ-80,2997,AT,G,88,2285,-,275/50R20,240,28,4765X1955X1985,5,4X4,4WD,8,5,4,CBU,China,-,-,-,-,-,-,-,-,-,-,2,-
2024,CHERY,"Tiggo81,6Comfort",2,AT,G,57,-,-,-,-,271,4722X1860X1746,7,4X4,-,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,4,48,37,27
2024,CHERY,"Tiggo81,6Premium",2,AT,G,57,-,-,-,-,271,4722X1860X1746,7,4X4,-,-,5,4,CKD,INA,-,-,-,-,-,-,-,-,168,244,313,405
2024,FORD,EverestTitanium20L(4x4)A/T,1996,AT,D,80,324,4,255/55R20,210,29,4914X2207X1841,7,4X4,4WD,10,5,4,CBU,Thailand,45,51,8,23,15,52,63,35,43,38,52,45
2024,FORD,EverestXLT20L(4x4)A/T,1996,AT,D,80,324,4,255/65/R18,210,29,4914X2207X1841,7,4X4,4WD,10,5,4,CBU,Thailand,2,3,2,-,5,5,-,2,2,2,2,1
2024,FORD,EverestTitanium20L(4x4)A/TMY22,1996,AT,D,80,29,4,265/60R20,213,285,4893X1862X1836,7,4X4,4WD,10,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,1,-
2024,HYUNDAI(HMID),Palisade22CRDiAWD,22,AT,D,-,-,-,-,-,-,-,-,4X4,AWD,-,5,4,CBU,SouthKore,3,4,3,6,31,13,3,38,41,16,40,5
2024,ISUZU,MU-X4X4,2499,MT,D,47,254,-,-,-,-,-,7,4X4,4WD,-,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,-,-,-,17
2024,LEXUS,RX450h+LuxuryPHEV,-,AT,HEV,-,222,-,235/50R21,-,285,4890x1920x1695,4,4X4,AWD,-,4,4,CBU,Japan,-,6,11,6,12,5,4,5,2,2,5,4
2024,LEXUS,RX500h,-,AT,HEV,-,-,-,-,-,-,-,-,4X4,AWD,-,4,4,CBU,Japan,-,7,9,2,16,11,-,4,1,2,4,3
2024,MAZDA,NewCX-9AWD,2488,AT,G,74,-,-,255/50R20,231,293,5075x1969x1747,7,4X4,4WD,-,5,4,CBU,Japan,3,-,6,2,1,1,2,2,-,1,2,-
2024,MAZDA,CX-5Kuro,2488,AT,G,58,-,-,225/55R19,190,27,4550x1840x1680,5,4X4,4WD,-,5,4,CBU,Japan,94,91,86,75,96,73,114,128,45,32,33,61
2024,MAZDA,CX-5AWD,2488,AT,G,58,-,-,225/55R19,190,27,4550x1840x1680,5,4X4,4WD,-,5,4,CBU,Japan,-,-,-,-,1,-,-,-,-,-,-,1
2024,MAZDA,CX-6025Pro,2488,AT,G,58,-,-,235/50R20,284,287,4740x1890x1686,5,4X4,4WD,-,5,4,CBU,Japan,-,-,-,-,-,12,11,1,-,-,12,5
2024,MERCEDES-BENZPC,GLE450(V167),2999,AT,G,85,3,9,"275/45,315/40R21",367,2995,"4,924x2,157x1,79",7,4X4,4WD,-,5,4,CKD,-,22,53,54,31,33,13,24,8,13,14,12,29
2024,MERCEDES-BENZPC,GLS450(X167),2996,AT,G,100,325,9,295/40R21,333,3075,"5,130x2,141x1,85",7,4X4,4WD,-,5,4,CKD,INA,1,-,-,1,5,10,20,11,10,8,2,7
2024,MERCEDES-BENZPC,GLS600Maybach(X167),2996,AT,G,100,325,9,295/40R21,333,3075,"5,130x2,141x1,85",7,4X4,4WD,-,5,4,CBU,-,-,-,-,-,-,-,-,-,-,-,1,-
2024,MERCEDES-BENZPC,GLC300AMGLine(X254),1999,AT,G,-,-,9,-,-,-,-,5,4X4,4WD,-,5,4,CKD,-,28,14,19,45,33,9,25,19,29,11,8,31
2024,MERCEDES-BENZPC,GLE450Coupe4MATICAMGLine(C167)*,2996,AT,G,100,325,9,295/40R21,333,3075,"5,130x2,141x1,85",7,4X4,4WD,-,5,4,CBU,-,-,-,-,-,-,1,-,-,-,-,-,-
2024,MERCEDES-BENZPC,AMGGLE53Coupe4MATIC+(C167)*,2996,AT,G,100,325,9,295/40R21,333,3075,"5,130x2,141x1,85",7,4X4,4WD,-,5,4,CBU,-,-,-,1,-,-,1,1,-,-,-,-,-
2024,MERCEDES-BENZPC,GLC300Coupe,1991,AT,G,66,243,9,"235/55,255/50R19",245,2873,"4,729x2,096x1,58",5,4X4,4WD,-,5,4,CBU,-,2,-,-,1,-,3,4,4,4,-,-,1
2024,MERCEDES-BENZPC,EQSSUV450(X296),-,AT,BEV,-,-,-,-,-,-,-,5,4X4,4WD,-,4,CBU,CBU,-,-,-,2,-,4,-,1,-,-,-,-,2
2024,MERCEDES-BENZPC,EQE3504M(X294),-,AT,BEV,-,-,-,-,-,-,-,5,4X4,4WD,-,5,4,CBU,-,-,-,-,-,-,1,1,-,1,2,-,1
2024,MINI,JohnCooperWorksALL4ClubmanA/T,1998,AT,G,48,204,-,225/40R1892Y,306,267,4266x1800x1441,-,4X4,4WD,-,-,4,CBU,UK,-,-,-,3,3,4,-,-,-,-,-,-
2024,MINI,JohnCooperWorksALL4A/T,1998,AT,G,-,215,-,225/45R1992W,-,267,4299x1822x1557,-,4X4,4WD,-,3,4,CBU,Germany,1,1,-,-,-,1,-,-,-,-,-,1
2024,MINI,CountrymanSALL4A/T,-,-,-,-,-,-,-,-,-,-,-,4X4,4WD,-,-,-,-,UK,-,-,-,-,-,1,8,6,2,2,2,10
2024,MINI,JCWCountrymanALL4,1998,AT,G,-,-,-,-,-,-,-,-,4X4,4WD,-,-,-,-,UK,-,-,-,-,-,-,2,13,3,2,2,2
2024,MINI,CountrymanSEALL4,-,AT,BEV,-,-,-,-,-,-,-,-,4X4,4WD,-,-,-,-,UK,-,-,-,-,-,-,7,17,10,8,4,4
2024,MITSUBISHIMOTORS,PajeroSport24LDAKARULTIMATE-L4X48A/T,2442,AT,D,68,271,3692,265/60R18,181,28,4785X1815X1805,7,4X4,4WD,-,4,4,CKD,INA,138,120,117,123,103,106,101,134,126,149,151,120
2024,MITSUBISHIMOTORS,PajeroSport25LGLX(4x4)5MT,2477,MT,D,70,271,409,265/60R16,136,28,4785X1815X1800,7,4X4,4WD,-,4,4,CKD,INA,78,47,64,40,55,40,55,43,52,78,66,44
2024,MITSUBISHIMOTORS,OutlanderPHEV,236,AT,PHEV,45,239,3789,225/55R18,128,267,4695X1800X1710,5,4X4,AWD,-,4,4,CBU,Japan,-,-,-,-,-,-,-,1,-,-,-,-
2024,NISSAN,TerraVL25AT4x4,2488,AT,G,-,-,-,-,-,-,-,-,4X4,-,-,5,4,CBU,Thailand,-,15,15,5,6,10,13,2,3,7,6,4
2024,TANK,GWMTANK500-HEV20T(4X4)A/T,1998,AT,HEV,75,3,39,265/50R20,180,3,"5,078x1,934x1,90",7,4X4,4WD,240,5,4,CBU,Thailand,-,-,-,56,27,32,69,51,38,105,13,50
2024,TANK,GWMTANK300-HEV20T(4X4)A/T,1998,AT,HEV,75,283,346,265/65R17,180,3,"4,760x1,930x1,90",7,4X4,4WD,240,5,4,CBU,Thailand,-,-,-,-,-,-,-,-,140,48,24,39
2024,SUBARU,Forester20i-L(SK7),2,CVT,G,63,2223,-,225/60R17,154,267,"4,640x1,815x1,73",5,4X4,4WD,-,4,4,CBU,Japan,-,-,-,-,-,-,1,2,1,-,-,2
2024,SUBARU,Forester20i-SES(SK7),2,CVT,G,63,2223,-,225/55R18,154,267,"4,640x1,815x1,73",5,4X4,4WD,-,4,4,CBU,Japan,10,4,8,8,9,16,23,15,16,8,13,20
2024,SUBARU,Crosstrek20i-SES(GU7),2,CVT,G,63,1895,-,225/55R18,154,267,"4,495x1,800x1,60",5,4X4,4WD,-,4,4,CBU,Japan,9,8,9,6,29,13,47,30,5,8,3,1
2024,SUBARU,Outback25i-TES(BT9),2498,CVT,G,63,22,-,225/60R18,188,2745,"4,870x1,875x1,67",5,4X4,4WD,-,4,4,CBU,Japan,9,1,8,3,3,2,8,9,4,3,3,8
2024,SUBARU,WRXWAGON24tSES(VNH),2,CVT,G,63,1653,-,225/45R18,275,267,"4,755x1,795x1,50",5,4X4,4WD,-,4,4,CBU,Japan,-,3,3,2,4,5,5,-,-,1,1,-
2024,VOLVOCARS,XC60PluginHybrid,1969,AT,PHEV,71,266,-,235/55R19,-,2865,4708X1902X1653,5,4X4,AWD,185,5,4,CBU,Malaysia,-,-,4,-,4,-,4,4,6,-,2,-
